srr_id,sample_name,gsm_id,layout,organism,tissue,source_name
SRR3140473,GSM2053484: P15 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053484,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140474,GSM2053484: P15 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053484,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140475,GSM2053484: P15 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053484,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140476,GSM2053484: P15 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053484,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140477,GSM2053484: P15 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053484,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140478,GSM2053485: P16 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053485,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140479,GSM2053485: P16 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053485,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140480,GSM2053485: P16 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053485,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140481,GSM2053485: P16 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053485,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140482,GSM2053485: P16 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053485,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140483,GSM2053486: P17 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053486,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140484,GSM2053486: P17 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053486,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140485,GSM2053486: P17 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053486,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140486,GSM2053486: P17 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053486,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140487,GSM2053486: P17 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053486,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140488,GSM2053487: P18 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053487,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140489,GSM2053487: P18 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053487,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140490,GSM2053487: P18 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053487,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140491,GSM2053487: P18 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053487,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140492,GSM2053488: P19 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053488,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140493,GSM2053488: P19 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053488,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140494,GSM2053488: P19 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053488,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140495,GSM2053488: P19 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053488,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140496,GSM2053489: P20 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053489,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140497,GSM2053489: P20 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053489,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140498,GSM2053489: P20 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053489,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140499,GSM2053489: P20 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053489,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140500,GSM2053490: P21 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053490,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140501,GSM2053490: P21 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053490,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140502,GSM2053490: P21 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053490,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140503,GSM2053490: P21 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053490,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140504,GSM2053491: P22 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053491,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140505,GSM2053492: P24 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053492,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140506,GSM2053492: P24 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053492,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140507,GSM2053492: P24 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053492,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140508,GSM2053492: P24 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053492,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140509,GSM2053492: P24 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053492,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140510,GSM2053493: P25 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053493,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140511,GSM2053493: P25 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053493,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140512,GSM2053493: P25 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053493,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140514,GSM2053493: P25 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053493,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140515,GSM2053493: P25 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053493,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140516,GSM2053494: P26 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053494,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140517,GSM2053494: P26 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053494,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140518,GSM2053494: P26 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053494,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140519,GSM2053494: P26 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053494,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
SRR3140520,GSM2053494: P26 [RNA-seq]; Homo sapiens; RNA-Seq,GSM2053494,PAIRED,Homo sapiens,Portal vein tumor thrombosis (PVTT),PVTT
